Protein IDs	Majority protein IDs	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity L_1312	LFQ intensity L_1313	LFQ intensity L_1326	LFQ intensity L_1331	LFQ intensity L_1488	LFQ intensity L_1492	LFQ intensity L_1503	LFQ intensity L_1506	LFQ intensity P_1311	LFQ intensity P_1315	LFQ intensity P_1316	LFQ intensity P_1317	LFQ intensity P_1323	LFQ intensity P_1497	LFQ intensity P_1501	LFQ intensity P_1502	LFQ intensity P_1505	Only identified by site	Reverse	Potential contaminant	gene_name	alt_gene_names	bp_annotation	bp_annotation_id	cc_annotation	cc_annotation_id	kegg_annotation	kegg_annotation_id	mf_annotation	mf_annotation_id
XP_020927108.1;XP_020927107.1;XP_020927106.1;XP_020927104.1;XP_020927103.1;XP_020927102.1	XP_020927108.1;XP_020927107.1;XP_020927106.1;XP_020927104.1;XP_020927103.1;XP_020927102.1	ATP synthase-coupling factor 6, mitochondrial [Sus scrofa]; ATP synthase-coupling factor 6, mitochondrial [Sus scrofa]; ATP synthase-coupling factor 6, mitochondrial [Sus scrofa]; ATP synthase-coupling factor 6, mitochondrial [Sus scrofa]; ATP synthase-co	5	5	5	369730000	359510000	325430000	350130000	373500000	365090000	412740000	420670000	415610000	355430000	345190000	324030000	353320000	312780000	370790000	340670000	338220000	NA	NA	NA	ATP5PF	ATP5PF;ATP5PF;ATP5PF;ATP5PF;ATP5PF	ATP biosynthetic process;substantia nigra development;cristae formation;positive regulation of blood pressure;response to muscle activity;mitochondrial ATP synthesis coupled proton transport;negative regulation of arachidonic acid secretion;negative regulation of prostaglandin secretion;positive regulation of heart rate	GO:000675; GO:002176; GO:004240; GO:004577; GO:001485; GO:004277; GO:190013; GO:003230; GO:001046	cell surface;extracellular space;mitochondrial inner membrane;mitochondrial proton-transporting ATP synthase complex, coupling factor F(o);mitochondrial proton-transporting ATP synthase complex;mitochondrion	GO:000998; GO:000561; GO:000574; GO:000027; GO:000575; GO:000573	 Oxidative phosphorylation; Metabolic pathways; Alzheimer's disease	hsa0019; hsa0110; hsa0501	transmembrane transporter activity;macromolecular complex binding;hydrogen ion transmembrane transporter activity;ATPase activity;transporter activity	GO:002285; GO:004487; GO:001507; GO:001688; GO:000521
XP_020927301.1;XP_020927290.1;XP_020927283.1;XP_020927282.1;XP_020927273.1;XP_020927262.1;XP_020927251.1;XP_020927240.1;XP_020927229.1;XP_020927219.1;XP_020927213.1;XP_020927206.1;XP_020927200.1;XP_020927191.1;XP_020927182.1;XP_020927180.1;XP_020927176.1;XP_020927173.1;XP_020927167.1;XP_020927159.1;XP_020927157.1;XP_020927154.1;XP_020927147.1;XP_020927137.1;XP_020927132.1;XP_020927122.1;XP_020927114.1;XP_020927113.1;XP_020927105.1;XP_020927138.1;XP_020927136.1;XP_020927110.1	XP_020927301.1;XP_020927290.1;XP_020927283.1;XP_020927282.1;XP_020927273.1;XP_020927262.1;XP_020927251.1;XP_020927240.1;XP_020927229.1;XP_020927219.1;XP_020927213.1;XP_020927206.1;XP_020927200.1;XP_020927191.1;XP_020927182.1;XP_020927180.1;XP_020927176.1;XP_020927173.1;XP_020927167.1;XP_020927159.1;XP_020927157.1;XP_020927154.1;XP_020927147.1;XP_020927137.1;XP_020927132.1;XP_020927122.1;XP_020927114.1;XP_020927113.1;XP_020927105.1;XP_020927138.1;XP_020927136.1;XP_020927110.1	retinoic acid receptor RXR-alpha isoform X1 [Sus scrofa]; retinoic acid receptor RXR-alpha isoform X1 [Sus scrofa]; retinoic acid receptor RXR-alpha isoform X1 [Sus scrofa]; retinoic acid receptor RXR-alpha isoform X1 [Sus scrofa]; retinoic acid receptor	2	2	2	15960000	12168000	0	0	12396000	0	11131000	13979000	11173000	11416000	11461000	14728000	0	12604000	10450000	0	10578000	NA	NA	NA	RXRA	RXRA;RXRA;RXRA;RXRA;RXRA	regulation of lipid metabolic process;camera-type eye development;protein homotetramerization;ventricular cardiac muscle cell differentiation;regulation of branching involved in prostate gland morphogenesis;in utero embryonic development;peroxisome proliferator activated receptor signaling pathway;positive regulation of translational initiation by iron;vitamin metabolic process;secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development;maternal placenta development;cholesterol metabolic process;retinoic acid receptor signaling pathway;negative regulation of transcription from RNA polymerase II promoter;transcription initiation from RNA polymerase II promoter;steroid hormone mediated signaling pathway;positive regulation of transcription from RNA polymerase II promoter;embryo implantation;modulation by virus of host morphology or physiology;response to retinoic acid;cardiac muscle cell proliferation;bile acid and bile salt transport	GO:001921; GO:004301; GO:005128; GO:005501; GO:006068; GO:000170; GO:003535; GO:004599; GO:000676; GO:006052; GO:000189; GO:000820; GO:004838; GO:000012; GO:000636; GO:004340; GO:004594; GO:000756; GO:001904; GO:003252; GO:006003; GO:001572	nucleoplasm;nuclear chromatin;nucleus;macromolecular complex;receptor complex;RNA polymerase II transcription factor complex	GO:000565; GO:000079; GO:000563; GO:003299; GO:004323; GO:009057	 Hepatitis C; PPAR signaling pathway; Thyroid hormone signaling pathway; Non-small cell lung cancer; Non-alcoholic fatty liver disease (NAFLD); Bile secretion; Transcriptional misregulation in cancer; Thyroid cancer; PI3K-Akt signaling pathway; Adipocytokine signaling pathway	hsa0516; hsa0332; hsa0491; hsa0522; hsa0493; hsa0497; hsa0520; hsa0521; hsa0415; hsa0492	RNA polymerase II regulatory region sequence-specific DNA binding;sequence-specific DNA binding;LBD domain binding;double-stranded DNA binding;retinoic acid-responsive element binding;vitamin D response element binding;ligand-dependent nuclear receptor binding;vitamin D receptor binding;protein heterodimerization activity;retinoic acid binding;transcription factor activity, sequence-specific DNA binding;RNA polymerase II transcription factor activity, sequence-specific DNA binding;transcription coactivator activity;RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding;chromatin DNA binding;transcription regulatory region DNA binding;DNA binding;protein binding;peptide binding;zinc ion binding;enzyme binding;signaling receptor activity	GO:000097; GO:004356; GO:005069; GO:000369; GO:004432; GO:007064; GO:001692; GO:004280; GO:004698; GO:000197; GO:000370; GO:000098; GO:000371; GO:000487; GO:003149; GO:004421; GO:000367; GO:000551; GO:004227; GO:000827; GO:001989; GO:003802
XP_020927169.1;XP_020920725.1;XP_020946870.1;XP_020946869.1;XP_020946868.1;XP_020946867.1;NP_001038015.1;XP_020946866.1;XP_020946865.1;XP_020946864.1	XP_020927169.1	ATP-dependent 6-phosphofructokinase, liver type [Sus scrofa]	18	18	18	114680000	92587000	104800000	95343000	112370000	110670000	105480000	111960000	105660000	106120000	105970000	104710000	111390000	109510000	102450000	112070000	102280000	NA	NA	NA	PFKL	PFKL;NA;NA;NA;NA	response to glucose;protein homotetramerization;fructose 6-phosphate metabolic process;canonical glycolysis;protein oligomerization;negative regulation of insulin secretion;glycolytic process;fructose 1,6-bisphosphate metabolic process;neutrophil degranulation	GO:000974; GO:005128; GO:000600; GO:006162; GO:005125; GO:004667; GO:000609; GO:003038; GO:004331	cytosol;secretory granule lumen;6-phosphofructokinase complex;extracellular region;extracellular exosome;ficolin-1-rich granule lumen;membrane	GO:000582; GO:003477; GO:000594; GO:000557; GO:007006; GO:190481; GO:001602	 HIF-1 signaling pathway; AMPK signaling pathway; Glycolysis / Gluconeogenesis; Galactose metabolism; Metabolic pathways; Glucagon signaling pathway; Biosynthesis of antibiotics; Pentose phosphate pathway; Carbon metabolism; Biosynthesis of amino acids; RNA degradation; Central carbon metabolism in cancer	hsa0406; hsa0415; hsa0001; hsa0005; hsa0110; hsa0492; hsa0113; hsa0003; hsa0120; hsa0123; hsa0301; hsa0523	ATP binding;identical protein binding;6-phosphofructokinase activity;fructose-6-phosphate binding;kinase binding;AMP binding;protein binding;metal ion binding;monosaccharide binding;fructose binding	GO:000552; GO:004280; GO:000387; GO:007009; GO:001990; GO:001620; GO:000551; GO:004687; GO:004802; GO:007006
XP_020927197.1;XP_020927196.1;XP_020927195.1;XP_020927193.1;XP_020927192.1;XP_020927190.1;XP_020927194.1;XP_020927189.1;XP_020927188.1	XP_020927197.1;XP_020927196.1;XP_020927195.1;XP_020927193.1;XP_020927192.1;XP_020927190.1;XP_020927194.1;XP_020927189.1;XP_020927188.1	collagen alpha-1(XVIII) chain isoform X9 [Sus scrofa]; collagen alpha-1(XVIII) chain isoform X8 [Sus scrofa]; collagen alpha-1(XVIII) chain isoform X7 [Sus scrofa]; collagen alpha-1(XVIII) chain isoform X5 [Sus scrofa]; collagen alpha-1(XVIII) chain isofo	21	21	21	168110000	150570000	147910000	156600000	226590000	169630000	189510000	174660000	155740000	169590000	149170000	115050000	134930000	185200000	141060000	167160000	189720000	NA	NA	NA	COL18A1	COL18A1;COL18A1;COL18A1;COL18A1;COL18A1	response to drug;negative regulation of cell proliferation;extracellular matrix organization;positive regulation of cell migration;response to hydrostatic pressure;positive regulation of endothelial cell apoptotic process;cell adhesion;angiogenesis;endothelial cell morphogenesis;animal organ morphogenesis;visual perception	GO:004249; GO:000828; GO:003019; GO:003033; GO:005159; GO:200035; GO:000715; GO:000152; GO:000188; GO:000988; GO:000760	extracellular region;extracellular matrix;extracellular space;endoplasmic reticulum lumen;collagen trimer;basement membrane;extracellular exosome	GO:000557; GO:003101; GO:000561; GO:000578; GO:000558; GO:000560; GO:007006	 Protein digestion and absorption	hsa0497	extracellular matrix structural constituent;extracellular matrix structural constituent conferring tensile strength;metal ion binding	GO:000520; GO:003002; GO:004687
XP_020927201.1	XP_020927201.1	cytoplasmic dynein 1 light intermediate chain 1 [Sus scrofa]	4	4	4	16798000	13461000	15132000	15716000	0	11199000	13496000	16377000	16334000	15035000	12918000	18342000	14573000	14222000	14924000	18427000	15345000	NA	NA	NA	DYNC1LI1	DYNC1LI1;NA;NA;NA;NA	cell division;microtubule-based movement;antigen processing and presentation of exogenous peptide antigen via MHC class II;neutrophil degranulation;ER to Golgi vesicle-mediated transport;cell cycle;viral process;positive regulation of mitotic cell cycle spindle assembly checkpoint;microtubule cytoskeleton organization	GO:005130; GO:000701; GO:001988; GO:004331; GO:000688; GO:000704; GO:001603; GO:009026; GO:000022	centrosome;plasma membrane;cytosol;kinetochore;spindle pole;microtubule;membrane;ficolin-1-rich granule membrane;cytoplasmic dynein complex;secretory granule membrane	GO:000581; GO:000588; GO:000582; GO:000077; GO:000092; GO:000587; GO:001602; GO:010100; GO:000586; GO:003066	 Salmonella infection; Vasopressin-regulated water reabsorption; Phagosome	hsa0513; hsa0496; hsa0414	RNA binding;microtubule motor activity;protein binding;dynein heavy chain binding;ATP binding;GDP binding	GO:000372; GO:000377; GO:000551; GO:004550; GO:000552; GO:001900
XP_020927212.1	XP_020927212.1	LOW QUALITY PROTEIN: beta-galactosidase [Sus scrofa]	4	4	4	0	8874500	9164900	9090300	7995100	7365100	13915000	6968600	15015000	0	0	6073800	10102000	0	7717500	0	0	NA	NA	NA	GLB1	GLB1;NA;NA;NA;NA	keratan sulfate catabolic process;response to Thyroglobulin triiodothyronine;galactose catabolic process;glycosphingolipid metabolic process;neutrophil degranulation;response to cortisone;glycosaminoglycan catabolic process;cellular carbohydrate metabolic process	GO:004234; GO:190401; GO:001938; GO:000668; GO:004331; GO:005141; GO:000602; GO:004426	extracellular region;perinuclear region of cytoplasm;extracellular exosome;Golgi apparatus;intracellular membrane-bounded organelle;cytoplasm;vacuole;lysosomal lumen;ficolin-1-rich granule lumen;azurophil granule lumen	GO:000557; GO:004847; GO:007006; GO:000579; GO:004323; GO:000573; GO:000577; GO:004320; GO:190481; GO:003557	 Galactose metabolism; Glycosphingolipid biosynthesis - ganglio series; Glycosaminoglycan degradation; Lysosome; Metabolic pathways; Other glycan degradation	hsa0005; hsa0060; hsa0053; hsa0414; hsa0110; hsa0051	beta-galactosidase activity;galactoside binding;protein homodimerization activity;protein binding	GO:000456; GO:001693; GO:004280; GO:000551
XP_020927281.1;XP_020927280.1	XP_020927281.1;XP_020927280.1	programmed cell death 6-interacting protein isoform X2 [Sus scrofa]; programmed cell death 6-interacting protein isoform X1 [Sus scrofa]	25	25	25	153060000	155160000	168980000	149590000	179320000	168060000	169010000	141810000	158200000	135590000	139500000	144360000	133880000	183780000	148440000	157950000	155620000	NA	NA	NA	PDCD6IP	PDCD6IP;PDCD6IP;NA;NA;NA	mitotic cytokinesis;multivesicular body assembly;mitotic metaphase plate congression;viral budding via host ESCRT complex;ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway;protein homooligomerization;apoptotic process;nucleus organization;protein transport;regulation of centrosome duplication;maintenance of epithelial cell apical/basal polarity;bicellular tight junction assembly;viral budding;positive regulation of exosomal secretion;actomyosin contractile ring assembly;viral life cycle;regulation of membrane permeability;regulation of mitotic spindle assembly;regulation of extracellular exosome assembly	GO:000028; GO:003625; GO:000708; GO:003970; GO:009061; GO:005126; GO:000691; GO:000699; GO:001503; GO:001082; GO:004519; GO:007083; GO:004675; GO:190354; GO:000091; GO:001905; GO:009055; GO:190167; GO:190355	cytosol;focal adhesion;immunological synapse;microtubule organizing center;Flemming body;membrane;endoplasmic reticulum exit site;melanosome;actomyosin;extracellular exosome;extracellular vesicle	GO:000582; GO:000592; GO:000177; GO:000581; GO:009054; GO:001602; GO:007097; GO:004247; GO:004264; GO:007006; GO:190356	 Endocytosis	hsa0414	proteinase activated receptor binding;protein binding;calcium-dependent protein binding;protein homodimerization activity	GO:003187; GO:000551; GO:004830; GO:004280
XP_020927318.1;XP_020927317.1;XP_020927319.1	XP_020927318.1;XP_020927317.1;XP_020927319.1	integrin alpha-9 isoform X2 [Sus scrofa]; integrin alpha-9 isoform X1 [Sus scrofa]; integrin alpha-9 isoform X3 [Sus scrofa]	8	8	8	22899000	21056000	26975000	24800000	30647000	26646000	25053000	25932000	30489000	26898000	23630000	24495000	22987000	25297000	22376000	25407000	29874000	NA	NA	NA	ITGA9	ITGA9;ITGA9;ITGA9;NA;NA	integrin-mediated signaling pathway;cell adhesion;neutrophil chemotaxis;extracellular matrix organization;wound healing	GO:000722; GO:000715; GO:003059; GO:003019; GO:004206	integrin alpha9-beta1 complex;integrin complex;basal plasma membrane;plasma membrane	GO:003467; GO:000830; GO:000992; GO:000588	 ECM-receptor interaction; Arrhythmogenic right ventricular cardiomyopathy (ARVC); Cell adhesion molecules (CAMs); PI3K-Akt signaling pathway; Regulation of actin cytoskeleton	hsa0451; hsa0541; hsa0451; hsa0415; hsa0481	metal ion binding;collagen binding;laminin binding	GO:004687; GO:000551; GO:004323
XP_020927695.1;XP_020927656.1;XP_020927726.1;NP_001231019.1;XP_020925937.1	XP_020927695.1;XP_020927656.1;XP_020927726.1;NP_001231019.1	protein SET isoform X2 [Sus scrofa]; protein SET isoform X1 [Sus scrofa]; protein SET isoform X3 [Sus scrofa]; protein SET [Sus scrofa]	9	9	9	177470000	153800000	163550000	178000000	153880000	190360000	171870000	175300000	137140000	150990000	144920000	138580000	181670000	141780000	168400000	161260000	163740000	NA	NA	NA	SET	SET;SET;SET;SET;NA	negative regulation of histone acetylation;negative regulation of neuron apoptotic process;negative regulation of transcription, DNA-templated;negative regulation of phosphoprotein phosphatase activity;nucleosome disassembly;DNA replication;viral process;regulation of mRNA stability	GO:003506; GO:004352; GO:004589; GO:003251; GO:000633; GO:000626; GO:001603; GO:004348	nucleus;cytoplasm;perinuclear region of cytoplasm;nucleoplasm;endoplasmic reticulum;lipid particle;macromolecular complex;cytosol	GO:000563; GO:000573; GO:004847; GO:000565; GO:000578; GO:000581; GO:003299; GO:000582	"NA"	"NA"	protein phosphatase inhibitor activity;histone binding;DNA binding;protein phosphatase regulator activity;protein binding	GO:000486; GO:004239; GO:000367; GO:001988; GO:000551
XP_020927762.1;NP_999222.1	XP_020927762.1;NP_999222.1	retinol-binding protein 4 isoform X1 [Sus scrofa]; retinol-binding protein 4 precursor [Sus scrofa]	7	7	7	117270000	131710000	180110000	128850000	114820000	105010000	110970000	133450000	127900000	145780000	144950000	147890000	137070000	123130000	108200000	128110000	173990000	NA	NA	NA	RBP4	RBP4;RBP4;NA;NA;NA	maintenance of gastrointestinal epithelium;positive regulation of insulin secretion;retinol metabolic process;glucose homeostasis;embryonic skeletal system development;embryonic retina morphogenesis in camera-type eye;urinary bladder development;retinoid metabolic process;visual perception;embryonic organ morphogenesis;female genitalia morphogenesis;heart trabecula formation;gluconeogenesis;lung development;response to ethanol;cardiac muscle tissue development;response to retinoic acid;positive regulation of immunoglobulin secretion;negative regulation of cardiac muscle cell proliferation;eye development;heart development;retinol transport;uterus development	GO:003027; GO:003202; GO:004257; GO:004259; GO:004870; GO:006005; GO:006015; GO:000152; GO:000760; GO:004856; GO:004880; GO:006034; GO:000609; GO:003032; GO:004547; GO:004873; GO:003252; GO:005102; GO:006004; GO:000165; GO:000750; GO:003463; GO:006006	cytosol;extracellular exosome;extracellular region;macromolecular complex;extracellular space	GO:000582; GO:007006; GO:000557; GO:003299; GO:000561	"NA"	"NA"	retinol binding;protein binding;retinal binding;retinol transporter activity;protein heterodimerization activity	GO:001984; GO:000551; GO:001691; GO:003463; GO:004698
XP_020927969.1;XP_020927964.1;XP_020927962.1;XP_020927957.1;XP_020927948.1;XP_020927942.1;XP_020927939.1;XP_020927932.1;XP_020927926.1;XP_020927920.1;XP_020927918.1;XP_020927913.1;XP_020927911.1;XP_020927986.1;XP_020927985.1;XP_020927979.1	XP_020927969.1;XP_020927964.1;XP_020927962.1;XP_020927957.1;XP_020927948.1;XP_020927942.1;XP_020927939.1;XP_020927932.1;XP_020927926.1;XP_020927920.1;XP_020927918.1;XP_020927913.1;XP_020927911.1	utrophin isoform X11 [Sus scrofa]; utrophin isoform X10 [Sus scrofa]; utrophin isoform X10 [Sus scrofa]; utrophin isoform X9 [Sus scrofa]; utrophin isoform X8 [Sus scrofa]; utrophin isoform X7 [Sus scrofa]; utrophin isoform X6 [Sus scrofa]; utrophin isofo	16	16	15	45924000	37832000	43397000	36509000	41803000	34122000	38372000	41016000	43094000	43962000	43606000	40463000	41822000	44327000	48874000	42717000	37542000	NA	NA	NA	UTRN	UTRN;UTRN;UTRN;UTRN;UTRN	positive regulation of cell-matrix adhesion;neuromuscular junction development;muscle organ development;response to denervation involved in regulation of muscle adaptation;regulation of sodium ion transmembrane transporter activity;muscle contraction	GO:000195; GO:000752; GO:000751; GO:001489; GO:200064; GO:000693	cytoskeleton;dystrophin-associated glycoprotein complex;contractile ring;plasma membrane;sarcolemma;membrane;cell junction;neuromuscular junction;macromolecular complex;extracellular exosome;cytoplasm;filopodium;growth cone;filopodium membrane;nucleoplasm;cortical actin cytoskeleton;postsynaptic membrane	GO:000585; GO:001601; GO:007093; GO:000588; GO:004238; GO:001602; GO:003005; GO:003159; GO:003299; GO:007006; GO:000573; GO:003017; GO:003042; GO:003152; GO:000565; GO:003086; GO:004521	"NA"	"NA"	integrin binding;protein binding;zinc ion binding;actin filament binding;vinculin binding;protein kinase binding;actin binding	GO:000517; GO:000551; GO:000827; GO:005101; GO:001716; GO:001990; GO:000377
